Text,Tag,Markers
How has social media changed the way we communicate with each other?,non-tech:tech,sonsorular_csv
Bir insanın günde kaç litre su içmesi gerekir?,non-tech,sonsorular_csv
Futbolda top filelere değdiğinde bu ne anlama gelir?,non-tech,sonsorular_csv
En iyi araba üreticisi hangi şirkettir?,tech,sonsorular_csv
Bilgisayarıma taktığım ram adreslenmiyor,tech,sonsorular_csv
How can we ensure the privacy and security of user data in the age of big data?,tech,sonsorular_csv
Analog kameralara çekim yapabilmek için film şart mıdır?,tech,sonsorular_csv
Bilgisayara ikinci monitör nasıl bağlanır?,tech,sonsorular_csv
Zengin olmak için ne yapmak gerekir?,non-tech,sonsorular_csv
How can we optimize the performance of neural networks for complex tasks like natural language processing and image recognition?,tech,sonsorular_csv
Teknoloji üreten şirketlerin hepsi başarılı mıdır?,tech,sonsorular_csv
World Wide web ne demektir?,tech,sonsorular_csv
Caps lock tuşu ne işe yarar?,tech,sonsorular_csv
Mail atarken nelere dikkat etmek gerekir?,tech,sonsorular_csv
Telefonumdan instagram uygulamasını nasıl silebilirim?,tech,sonsorular_csv
Kafası yuvarlak insanlar nasıl gözlük takmalıdır ?,non-tech,sonsorular_csv
Pythondaki temel veri yapıları nelerdir?,tech,sonsorular_csv
Görsellerle veriseti oluştururken kaç piksel olması daha uygun olur?,tech,sonsorular_csv
Yemek yaparken bilinmesi gereken en önemli şey nedir?,non-tech,sonsorular_csv
Microsoft office programları hangileridir?,tech,sonsorular_csv
Yumurta nasıl haşlanır?,non-tech,sonsorular_csv
IDE kelimesinin açılımı nedir?,tech,sonsorular_csv
Online eğitim alabilmek için en faydalı websitesi hangisidir?,tech,sonsorular_csv
Pythonda kullanıcıdan giriş nasıl alınır?,tech,sonsorular_csv
Kutupta yaşayan hayvanlar üşümüyor mu ?,non-tech,sonsorular_csv
dosya organizasyon teknikleri nelerdir?,tech,sonsorular_csv
Derin öğrenme teknikleri nelerdir?,tech,sonsorular_csv
What are the key challenges in developing fully autonomous vehicles?,tech,sonsorular_csv
USB 2.0 ile 3.0 arasında ne derece hız farkı vardır?,tech,sonsorular_csv
Hexadecimal ne demektir?,tech,sonsorular_csv
Teknolojinin gelişmesi korkulacak bir şey midir ?,tech,sonsorular_csv
Verisetlerinin yapay zekada önemi nedir?,tech,sonsorular_csv
Who is the current president of Turkey?,non-tech,sonsorular_csv
Bilgisayarı kim icat etti ?,tech,sonsorular_csv
Yılan panzehiri nasıl üretilir?,non-tech,sonsorular_csv
Asgari ücret big mac endeksine göre kaç big mac etmelidir?,non-tech,sonsorular_csv
Gerçekten bir yaratıcı var mı ?,non-tech,sonsorular_csv
How does artificial intelligence impact the job market?,tech,sonsorular_csv
Faks makineleri nasıl çalışır?,tech,sonsorular_csv
İkametgah nasıl değiştirilir?,non-tech,sonsorular_csv
Bana bir akşam yemeği tavsiyesi verir misin?,non-tech,sonsorular_csv
Interpreter ne işe yarar?,tech,sonsorular_csv
Kanser olduğumu nasıl anlarım?,non-tech,sonsorular_csv
maddenin kaç hali vardır?,non-tech,sonsorular_csv
How can we improve the accuracy of weather forecasting using machine learning algorithms?,tech,sonsorular_csv
Bilgisayar sesimizi nasıl anlıyor?,tech,sonsorular_csv
How does cryptocurrency work?,tech,sonsorular_csv
Adobe premierede video nasıl editlenir?,tech,sonsorular_csv
Futbol oynamak zararlı mıdır ?,non-tech,sonsorular_csv
Bir android projesi nasıl çalıştırılır?,tech,sonsorular_csv
Telefonumdan ses çıkmıyor ne yapmalıyım ?,tech,sonsorular_csv
Enes Günümdoğdu kimdir?,non-tech,sonsorular_csv
En iyi hosting servisi hangisidir?,tech,sonsorular_csv
telefonlar nasıl çalışır?,tech,sonsorular_csv
Kedilerde dengeyi sağlayan uzuv nedir?,non-tech,sonsorular_csv
güneş panelleri enerjiyi nasıl depolar?,tech,sonsorular_csv
USB ne demektir?,tech,sonsorular_csv
How can we improve the accuracy of facial recognition technology,tech,sonsorular_csv
GUI kelimesi ne anlama gelmektedir?,tech,sonsorular_csv
What are the latest developments in natural language generation and how might they be used in fields like journalism and marketing?,tech,sonsorular_csv
Javada arayüz nasıl tasarlanır?,tech,sonsorular_csv
What are the most promising applications of blockchain technology beyond cryptocurrency?,tech,sonsorular_csv
Lojik devreler insan hayatına ne gibi katkılarda bulunmuştur?,tech,sonsorular_csv
Kutsal kitaplar gerçekten var mıdır?,non-tech,sonsorular_csv
Tostun en önemli iki malzemesi nedir?,non-tech,sonsorular_csv
Kolesterol hastaları nasıl beslenmelidir?,non-tech,sonsorular_csv
Bilgisayarlar insanların ne dediğini nasıl anlar?,tech,sonsorular_csv
Ramazan ayında oruç tutmamak günah mıdır?,non-tech,sonsorular_csv
En iyi internet tarayıcısı hangisidir?,tech,sonsorular_csv
Röntgen nasıl çekilir?,tech,sonsorular_csv
Amerikan borsası tahminleri yap,non-tech,sonsorular_csv
Anayasanın 3.maddesi nedir?,non-tech,sonsorular_csv
Who was the first female astronaut in space?,non-tech,sonsorular_csv
Gmail adresi nasıl değiştirilir?,tech,sonsorular_csv
What is the role of the United Nations in international relations?,non-tech,sonsorular_csv
Karpuz çekirdeği yemek zararlı mıdır ?,non-tech,sonsorular_csv
İslam dininin 5 şartı nedir?,non-tech,sonsorular_csv
Bilgisayarımda mavi ekran hatası alıyorum,tech,sonsorular_csv
Visual Studio nasıl kurulur?,tech,sonsorular_csv
Facebook bildirimleri nasıl kapatılır,tech,sonsorular_csv
En hızlı koşan yırtıcı hayvan hangisidir?,non-tech,sonsorular_csv
Windows güncelleme yapmıyor nasıl çözerbilirim,tech,sonsorular_csv
What are the key factors driving the rapid growth of the internet of things (IoT) and how might it impact our daily lives?,tech,sonsorular_csv
How can we develop more efficient and sustainable renewable energy systems using technology?,tech,sonsorular_csv
Adobe programlarının alternatifi hangisidir?,tech,sonsorular_csv
Klimamdan soğuk hava gelmiyor,tech,sonsorular_csv
Nesne odaklı diller diğer dillere göre ne avantajlar sağlar?,tech,sonsorular_csv
En kolay öğrenilen enstrüman hangisidir?,non-tech,sonsorular_csv
Uluslararası ilişkiler için en önemli madde nedir?,non-tech,sonsorular_csv
Domain ve hosting kelimeleri ne anlama gelmektedir ve hangi amaçla kullanılır?,tech,sonsorular_csv
Zamanın göreceliliğini anlatan film hangisidir?,non-tech,sonsorular_csv
İnsanlar neden bir dine inanır?,non-tech,sonsorular_csv
What is the impact of climate change on the world's oceans?,non-tech,sonsorular_csv
DSLR kamera kelimesindeki dslr ne demektir?,tech,sonsorular_csv
Excelde fonksiyon nasıl yazılır?,tech,sonsorular_csv
Sucuklu yumurta nasıl yapılır?,non-tech,sonsorular_csv
What are the key challenges in developing more efficient and sustainable data centers?,tech,sonsorular_csv
Corsair markası ne üretir?,tech,sonsorular_csv
Ipad ürünü hangi markaya aittir?,tech,sonsorular_csv
Who is Albert Einstein?,non-tech,sonsorular_csv
Interstellar filminin yönetmeni kimdir?,non-tech,sonsorular_csv
How can we use technology to improve healthcare outcomes,tech,sonsorular_csv
What is the capital city of Australia?,non-tech,sonsorular_csv
Yeni bir bilgisayar satın almayı düşünüyorum hangisini tercih etmeliyim,tech,sonsorular_csv
How do political ideologies differ between countries?,non-tech,sonsorular_csv
Kaç farklı müzik notası mevcuttur ?,non-tech,sonsorular_csv
Karpuzun kabuğu yenir mi ?,non-tech,sonsorular_csv
What is the process for becoming a naturalized citizen in the United States?,non-tech,sonsorular_csv
Zamanda yolculuk mümkün müdür?,non-tech,sonsorular_csv
Türk anayasası kaç maddeden oluşur ?,non-tech,sonsorular_csv
Yapay zeka teknolojilerindeki metin sınıflandırıcısı nedir ve nasıl çalışır?,tech,sonsorular_csv
Santrifüj makineleri nasıl çalışır?,tech,sonsorular_csv
What are the key challenges in developing advanced robotics and how might they transform industries like manufacturing and healthcare?,tech,sonsorular_csv
How can we use technology to reduce the environmental impact of transportation,tech,sonsorular_csv
Touchpad ne işe yarar?,tech,sonsorular_csv
derin öğrenme edir?,tech,sonsorular_csv
Belediyelerin herkese eşit davranmak gibi bir zorunluluğu var mıdır?,non-tech,sonsorular_csv
How does blockchain technology work?,tech,sonsorular_csv
Microsoft şirketi hangi alanda çalışıyor?,tech,sonsorular_csv
What are the ethical implications of using artificial intelligence in decision-making processes?,tech,sonsorular_csv
What are the most effective techniques for reducing bias in machine learning algorithms?,tech,sonsorular_csv
otomata teorisi nedir?,tech,sonsorular_csv
What is the capital of Turkey?,non-tech,sonsorular_csv
En iyi internet sağlayıcısı hangi firmadır?,tech,sonsorular_csv
Ünlü türk ozanlarından 5 tanesini sayabilir misin?,non-tech,sonsorular_csv
Netflix ve spotify aylık ücretleri ne kadardır?,tech,sonsorular_csv
What is the difference between a democracy and a dictatorship?,non-tech,sonsorular_csv
Sherlock Holmes kitabının türü nedir?,non-tech,sonsorular_csv
2022 avrupa ligi şampiyonu hangi takımdır?,non-tech,sonsorular_csv
Özdemir Asaf kimdir?,non-tech,sonsorular_csv
mr cihazı nasıl çalışır?,tech,sonsorular_csv
Klavyede alt gr tuşu ne işe yarar?,tech,sonsorular_csv
Alım gücü en yüksek olan Avrupa ülkesi hangisidir?,non-tech,sonsorular_csv
Binary ne demektir?,tech,sonsorular_csv
Boğazım ağrıyor doktora gitmeli miyim? ,non-tech,sonsorular_csv
What are the causes and effects of climate change?,non-tech,sonsorular_csv
What is the significance of the Great Wall of China?,non-tech,sonsorular_csv
Fransa'nın en ünlü avukatı kimdir?,non-tech,sonsorular_csv
Bilişsel sinir ağı ne demektir?,tech,sonsorular_csv
Chatgpt insanların hayatında neyi değiştirdi?,tech,sonsorular_csv
Beyaz et mi yemeliyiz yoksa kırmızı et mi yemeliyiz?,non-tech,sonsorular_csv
Who was the first person to discover penicillin?,non-tech,sonsorular_csv
What is the importance of biodiversity to the environment?,non-tech,sonsorular_csv
Bir yapay zeka modelinin en iyi şekilde öğrenim yapabilmesi için ortalama kaç veriyle eğitilmesi gerekir?,tech,sonsorular_csv
Telefonumun ekranı çatladı ne yapmalıyım ?,tech,sonsorular_csv
Laptobum taktığım rami görmüyor,tech,sonsorular_csv
İnternet hızımı nasıl öğrenebilirim ?,tech,sonsorular_csv
Buzdolabımın ışığı yanmıyor nasıl tamir edebilirim?,tech,sonsorular_csv
Android ve ios işletim sistemi arasındaki en temel fark nedir?,tech,sonsorular_csv
Ekranımın kaç hz olduğunu nasıl öğrenebilirim?,tech,sonsorular_csv
Pythonda verilerimi nasıl görselleştirebilirim?,tech,sonsorular_csv
Basketbol oynarken bir sahada kaç oyuncu olmalıdır?,non-tech,sonsorular_csv
Rüyada üç başlı ejderha görmek ne anlama gelir?,non-tech,sonsorular_csv
What are some of the biggest challenges facing the healthcare industry today?,non-tech,sonsorular_csv
Yapay zeka modelleri nasıl öğrenim sağlar?,tech,sonsorular_csv
elektrikle çalışan akıllı cihazlar nelerdir?,tech,sonsorular_csv
En iyi mikroçipleri hangi firma üretir?,tech,sonsorular_csv
En hızlı depolama birimi hangisidir,tech,sonsorular_csv
İzlenebilecek en komik türk filmi hangisidir?,non-tech,sonsorular_csv
Github nedir?,tech,sonsorular_csv
Doymuş yağlar insan sağlığına zararlı mıdır?,non-tech,sonsorular_csv
En ucuz telefon hangisidir?,tech,sonsorular_csv
Stackoverflow nedir?,tech,sonsorular_csv
Vergi kaçakçılığının çeşitli ülkelerdeki cezası nedir?,non-tech,sonsorular_csv
Oyun oynamak için steam kurmak istiyorum. Nasıl kurmalıyım?,tech,sonsorular_csv
suyun kaynama derecesi kaç derecedir?,non-tech,sonsorular_csv
Who is the current president of the United States?,non-tech,sonsorular_csv
Laptoptaki fn tuşu ne işe yarar,tech,sonsorular_csv
Android studio ne işe yarar?,tech,sonsorular_csv
Mobilyalar hangi malzemelerden üretilir?,non-tech,sonsorular_csv
Nesnelerin interneti ne anlama gelmektedir ve neden önemlidir ?,tech,sonsorular_csv
makineler için 0 ve 1 sayıları ne ifade eder?,tech,sonsorular_csv
How can we mitigate the risks associated with emerging technologies like biotechnology and nanotechnology?,tech,sonsorular_csv
Televizyonumun işletim sisteminin versiyonunu nasıl öğrenebilirim?,tech,sonson_csv
Bir konsol uygulaması programlarken hangi diller kullanılabilir?,tech,sonson_csv
Bilgisayar nasıl tamir edilir?,tech,sonson_csv
how to unlock a phone without a passsword?,tech,sonson_csv
Telefonda arkaplanda çalışan uygulamaları nasıl kapatabilirim?,tech,sonson_csv
Telefonumu nasıl hızlandırabilirim?,tech,sonson_csv
telefonumun şifresini unuttum ne yapmalıyım?,tech,sonson_csv
Bilgisayarıma hangi anakartı takmalıyım?,tech,sonson_csv
Bir laptopta gücü sağlayan bileşen hangisidir?,tech,sonson_csv
kerevizde hangi vitaminler bulunur?,non-tech,improveddata_csv
terminalde dosya değiştirme komutu nedir?,tech,improveddata_csv
elon musk kimdir?,tech,improveddata_csv
ramazan bayramı ne zaman?,non-tech,improveddata_csv
halüsinasyon görüyorsam hangi doktora gitmeliyim?,non-tech,improveddata_csv
bulut sistemiyle çalışmanın avantajı nedir?,tech,improveddata_csv
